420	0.159581463	0.015892612
421	0.159195266	0.015973701
422	0.158785171	0.0160827
423	0.158359813	0.01621524
424	0.157928892	0.016366787
425	0.157503314	0.016532511
426	0.15709108	0.016709427
427	0.156686476	0.016903341
428	0.156278749	0.017122691
429	0.155855914	0.017376551
430	0.15540432	0.017674755
431	0.154912845	0.018023995
432	0.154387884	0.018414805
433	0.153842226	0.018832479
434	0.153291995	0.019260827
435	0.15275659	0.019681922
436	0.152252746	0.020081999
437	0.151775702	0.020470249
438	0.151312575	0.020862901
439	0.150848096	0.021277614
440	0.150364736	0.021733604
441	0.149846574	0.022247043
442	0.149294066	0.022816033
443	0.148712806	0.023433417
444	0.148109762	0.02409121
445	0.147493405	0.024780366
446	0.146871401	0.025495361
447	0.146241127	0.026249159
448	0.145596337	0.027061169
449	0.144929517	0.027953136
450	0.144231808	0.028949585
451	0.143493342	0.030073028
452	0.14270621	0.031326817
453	0.141862327	0.03270865
454	0.140952976	0.03421536
455	0.139968517	0.035842464
456	0.138900812	0.037586433
457	0.137752788	0.039453189
458	0.136532209	0.041451621
459	0.135248912	0.04359107
460	0.133915997	0.04588143
461	0.132544347	0.048335457
462	0.131124358	0.050977268
463	0.129638308	0.053837252
464	0.12806521	0.056950567
465	0.126380084	0.060357853
466	0.124557872	0.064102932
467	0.122587967	0.068221918
468	0.120464544	0.072751119
469	0.118182545	0.077730205
470	0.115738496	0.083202675
471	0.113128382	0.089215517
472	0.110341629	0.095819734
473	0.1073649	0.103070359
474	0.104183936	0.11102652
475	0.100783421	0.11975138
476	0.097151483	0.129303861
477	0.093294409	0.139708637
478	0.089227357	0.1509709
479	0.084970801	0.163080956
480	0.080550481	0.176011212
481	0.075991846	0.189733899
482	0.071302106	0.204289027
483	0.066485474	0.219739264
484	0.061549512	0.236151406
485	0.05650622	0.253594978
486	0.051378322	0.272120993
487	0.046215283	0.291694644
488	0.041078948	0.312238568
489	0.036037763	0.333649008
490	0.031165264	0.355795702
491	0.026535866	0.378534651
492	0.022216179	0.401746848
493	0.018272052	0.425310028
494	0.014769904	0.449089257
495	0.011775392	0.472938109
496	0.009334011	0.496734903
497	0.007414299	0.520487954
498	0.005959173	0.544243383
499	0.004904997	0.568047919
500	0.004182885	0.591944317
501	0.003744094	0.615930374
502	0.003636384	0.639843022
503	0.00393412	0.663464907
504	0.004712871	0.686564943
505	0.006047588	0.708903003
506	0.008018852	0.730183784
507	0.010725209	0.749930032
508	0.014239761	0.767706546
509	0.018600937	0.783191181
510	0.023816396	0.796175656
511	0.0298332	0.806643838
512	0.036449887	0.814976286
513	0.043446207	0.821606407
514	0.050622056	0.826919712
515	0.057796639	0.83125498
516	0.064847649	0.834844596
517	0.071826334	0.837651922
518	0.078823221	0.839593793
519	0.085925786	0.840604929
520	0.093218329	0.840634868
521	0.100756353	0.83967802
522	0.108493722	0.837860868
523	0.116364188	0.835327468
524	0.124307396	0.832205673
525	0.132268386	0.828608881
526	0.140198493	0.824632547
527	0.148059591	0.820342785
528	0.155817794	0.815798889
529	0.163442222	0.811058092
530	0.17090499	0.806174854
531	0.178195667	0.801188701
532	0.185364306	0.796087208
